Gene,A1,A2,A3,B1,B2,B3,C1,C2,C3
Thoc3,1501,1596,1458,1231,1501,1681,1358,951,1448
Thoc5,702,763,699,1094,871,1288,956,902,676
Thoc6,856,590,993,1036,1440,1005,641,0,724
Thoc7,676,1125,1167,1001,1245,922,611,940,1116
Thop1,553,587,1448,678,950,1041,702,0,1266
Thrap3,3819,3292,3611,3353,3666,4087,2830,3773,3371
Thsd1,568,170,519,700,218,814,203,513,481
Thtpa,0,118,332,588,595,781,349,525,717
Thumpd1,3601,2816,3444,2689,3920,4404,2845,1592,2057
Thumpd2,158,136,264,285,350,0,180,475,109
Thumpd3,919,1393,1419,1062,2162,708,520,0,1382
Thyn1,307,566,644,416,505,346,226,195,305
Tia1,1395,1720,2407,2226,1701,2067,1646,513,502
Tial1,193,234,297,232,185,117,180,116,326
Tiam1,209,99,120,118,484,343,505,1528,527
Ticam1,0,131,197,105,185,114,247,245,862
Ticrr,791,1351,633,950,1041,51,1325,781,505
Tifa,2362,2484,1916,2245,1879,1302,449,379,801
Tifab,2137,1326,1489,3377,2028,569,298,186,88
Tigd2,423,990,599,430,406,272,487,0,510
Timeless,1838,1933,2276,2351,2199,826,1096,1,1342
Timm10,421,420,422,408,287,431,75,39,332
Timm13,794,924,1167,1549,1013,828,1013,554,886
Timm17a,714,914,958,770,1018,950,495,355,843
Timm17b,694,648,1146,772,826,583,708,476,584
Timm21,735,562,649,644,635,278,626,311,254
Timm22,984,1021,1208,1003,677,1072,892,874,530
Timm23,1383,1701,1980,2061,1644,1413,2308,2072,2011
Timm44,673,649,855,562,645,587,717,17,597
Timm50,1875,2134,2269,1299,1116,1363,2051,1038,2525
Timm8a1,432,379,562,451,232,316,190,243,272
Timm8b,371,496,610,376,548,523,327,582,453
Timm9,411,432,446,357,355,293,382,140,308
Timp2,461,359,462,207,406,369,1824,4657,2314
Tinf2,354,400,945,620,363,512,625,292,290
Tipin,2219,3058,3771,3919,3052,1643,2012,1155,2332
Tiprl,1243,1575,1901,897,1727,1626,1732,1951,1687
Tjap1,260,199,331,0,647,484,383,0,802
Tjp2,153,346,399,398,211,269,17,859,535
Tjp3,358,249,216,311,547,716,1101,1988,1362
Tk1,1452,1372,2338,1264,1187,446,1578,612,1154
Tk2,985,445,384,808,298,1097,2036,616,1322
Tkt,6746,8111,10090,10376,9464,7497,6623,2462,6735
Tldc1,600,182,253,0,574,257,460,691,414
Tle3,711,876,1145,1416,2799,2632,2570,3379,3171
Tle4,1187,758,1430,872,2283,1245,2638,2265,2349
Tle6,131,163,132,349,543,563,0,348,0
Tlk1,985,656,610,868,1107,504,2379,490,1740
Tlk2,410,270,625,581,1076,591,531,1666,545
Tln1,7531,6545,10609,13463,15814,10605,14967,8104,10015
Tm2d1,473,661,477,335,502,507,181,708,558
Tm2d2,1432,1643,1748,1815,1529,943,1632,290,1148
Tm2d3,463,776,888,421,591,566,986,1324,550
Tm6sf1,1423,1883,2581,3771,2490,2390,985,1816,278
Tm7sf3,855,1494,1507,2144,3054,2304,1297,1098,1127
Tm9sf1,813,1372,1376,1086,1386,1483,2112,818,1111
Tm9sf2,3971,4078,5685,6439,8807,5891,7267,3408,6896
Tm9sf3,8867,8718,11558,8895,11144,6890,12918,11757,15064
Tm9sf4,1610,1102,2124,1915,1402,486,2664,0,998
Tma16,320,317,253,334,411,348,52,68,187
Tma7,1100,1559,1623,1997,1843,1692,1744,1618,1472
Tmbim1,733,965,1192,446,479,0,175,565,320
Tmbim4,1327,1720,1726,1720,1815,3028,2241,1934,2424
Tmbim6,1682,1646,1827,2474,3209,2275,2875,1961,2425
Tmc6,583,560,785,901,893,845,1423,677,2252
Tmc8,154,169,170,1,236,246,1030,1,518
Tmco1,1642,1957,1968,2274,2037,1485,2402,2025,2150
Tmco3,270,357,389,427,501,526,600,292,1282
Tmco4,923,751,817,1067,529,824,309,289,658
Tmco6,310,482,292,218,247,770,140,0,215
Tmed1,204,515,764,839,465,459,79,711,559
Tmed10,3031,4518,4628,3313,4053,2915,4479,2503,2458
Tmed2,4159,5028,6274,5796,6344,4264,5155,4813,5187
Tmed3,2399,3212,3758,3100,3226,1149,1182,859,653
Tmed4,1430,1045,1413,1275,1421,787,674,339,950
Tmed5,1022,1349,1499,1727,2089,2354,1643,3327,1985
Tmed7,2116,3604,3907,2898,5655,4133,7495,1704,4235
Tmed8,395,525,447,529,226,586,44,36,942
Tmed9,2337,3579,4248,3496,4692,3136,4281,5162,4070
Tmem104,271,441,382,713,903,623,761,0,348
Tmem106b,681,405,1054,720,983,1584,991,1590,451
Tmem106c,1130,1521,1392,596,606,1034,588,1002,413
Tmem107,226,459,520,270,261,90,191,0,148
Tmem109,1810,2139,1831,900,565,524,2235,335,857
Tmem11,339,688,711,361,346,475,573,428,207
Tmem110,277,465,402,249,623,475,373,264,1121
Tmem115,449,469,567,568,796,490,1147,1305,1103
Tmem120a,198,212,271,356,212,81,98,231,572
Tmem121,307,842,552,400,424,378,272,0,235
Tmem123,3135,4496,5246,4342,5067,4034,7947,8373,7512
Tmem126a,268,533,433,641,507,220,635,441,362
Tmem126b,614,303,452,493,572,941,1107,556,1572
Tmem127,639,661,809,353,1116,1182,2387,791,1999
Tmem128,233,453,293,796,515,579,834,0,716
Tmem129,283,761,790,950,927,440,1416,0,1087
Tmem131,876,1593,1506,777,1987,470,1868,638,1778
Tmem134,123,264,193,267,200,365,252,247,185
Tmem135,848,1153,1512,1672,2065,920,1277,3169,2188
Tmem138,366,443,543,109,559,376,221,1727,272
Tmem147,1188,1576,1379,1590,1802,1531,1683,266,815
Tmem14c,969,1584,1676,1644,1808,1176,1382,961,1071
Tmem154,634,272,481,410,523,415,11666,3073,12040
Tmem160,425,837,725,770,737,892,888,535,756
Tmem161a,490,786,1041,703,680,379,1344,732,779
Tmem164,1816,2520,3218,3702,3952,3304,9101,4808,4883
Tmem165,1230,1250,1928,1856,1088,741,2415,749,1470
Tmem167,1399,1570,1705,1394,3154,3122,2020,1168,2743
Tmem167b,831,724,881,1436,862,1097,1364,0,657
Tmem168,1596,1814,1918,1779,2375,1314,1605,1505,1489
Tmem170b,749,661,644,1011,1219,357,746,0,710
Tmem173,5267,5816,4772,7600,8017,4175,4747,6004,4327
Tmem175,878,778,1034,758,897,941,1237,0,251
Tmem176a,2033,2196,1349,872,1205,1003,7710,2892,6611
Tmem176b,5003,4979,4863,2686,2982,2052,12150,6186,8961
Tmem18,189,416,656,701,569,450,466,860,458
Tmem180,725,405,486,520,287,516,580,417,558
Tmem181a,159,166,211,144,285,225,438,277,270
Tmem183a,922,942,1549,929,1141,1876,1471,1,980
Tmem184b,987,763,787,939,769,1504,1326,861,1527
Tmem184c,408,407,782,296,972,766,110,1022,805
Tmem186,1417,1269,1199,977,1109,597,655,2161,865
Tmem189,697,776,548,748,1078,1055,1746,598,1657
Tmem19,444,875,758,787,810,1355,2808,830,781
Tmem192,879,767,791,873,561,289,2004,258,869
Tmem194,1410,741,942,434,58,331,1294,0,597
Tmem194b,428,545,700,523,425,426,361,704,140
Tmem199,474,363,238,134,489,0,495,627,99
Tmem2,199,268,186,328,307,368,201,1,73
Tmem201,943,1274,1088,816,1039,312,499,1,665
Tmem206,1436,1528,1941,1163,1140,635,581,0,110
Tmem208,292,566,568,372,681,237,179,470,596
Tmem209,2059,1942,1836,1707,1347,1852,1830,3371,1489
Tmem214,1173,959,1243,1239,1868,1668,2687,637,2174
Tmem219,253,381,330,415,377,82,309,0,203
Tmem222,913,874,1305,637,1729,1128,1311,1328,930
Tmem229b,10429,9540,10933,11621,9941,2937,4489,3179,5224
Tmem230,521,861,863,1130,1166,784,1068,479,1347
Tmem231,180,150,199,79,664,455,783,622,192
Tmem234,1376,1226,1356,1443,1500,1103,1802,2063,1411
Tmem237,251,280,271,232,234,282,733,333,292
Tmem241,686,125,324,431,738,198,455,1292,510
Tmem242,458,374,457,148,310,227,231,226,227
Tmem248,1499,1842,2850,1739,2700,1925,3988,693,3467
Tmem251,633,998,830,900,646,944,1019,568,585
Tmem256,570,790,834,704,564,736,606,493,772
Tmem258,761,1181,1070,1053,998,869,772,865,925
Tmem260,1060,1410,1388,354,1326,639,3514,2600,2520
Tmem261,405,485,545,678,421,620,619,786,471
Tmem263,273,462,478,953,847,512,630,894,527
Tmem29,281,301,176,274,367,413,156,0,628
Tmem30a,1627,1981,1985,1974,3701,1926,7896,2013,4532
Tmem33,886,1393,1771,1826,2442,2714,1702,2258,1175
Tmem39a,277,283,589,99,341,421,1016,0,825
Tmem39b,532,980,1059,850,1113,707,304,0,813
Tmem41a,451,161,665,392,502,225,450,291,443
Tmem41b,300,266,356,457,303,134,503,311,651
Tmem42,118,368,299,608,238,316,740,217,108
Tmem43,3536,3734,4341,1787,2352,1292,2239,2,1913
Tmem5,488,665,567,536,650,356,579,248,809
Tmem50a,2830,3803,3780,3227,4401,4576,6523,5126,5824
Tmem50b,401,585,583,541,2540,768,691,510,425
Tmem51,0,0,149,531,736,768,1719,1813,1346
Tmem55a,500,533,433,47,198,224,727,5,251
Tmem55b,687,1190,1258,1627,941,757,337,1115,794
Tmem57,930,819,1065,1101,840,1174,805,838,626
Tmem59,4478,6336,5707,4896,6816,6241,9242,8021,9233
Tmem60,333,369,546,440,242,503,504,0,430
Tmem63a,653,660,462,560,150,299,1931,1426,1228
Tmem64,231,728,585,337,537,1198,3694,2135,5734
Tmem68,289,487,604,204,346,500,697,1057,463
Tmem69,151,182,253,255,214,293,448,296,60
Tmem70,1196,1330,1326,820,1225,894,857,962,1174
Tmem71,182,238,169,198,156,0,1549,1930,1102
Tmem8,176,370,264,2,1079,501,360,0,335
Tmem80,120,8,170,209,262,278,105,109,358
Tmem9,878,1155,844,584,581,216,923,856,836
Tmem97,813,844,1047,1409,1128,574,434,1363,399
Tmem9b,654,464,584,502,1460,1474,2517,2591,1222
Tmf1,618,566,556,742,531,875,352,1347,1356
Tmod3,1739,3445,2873,3857,4375,4255,6537,2936,4938
Tmpo,5972,8677,11277,5731,6716,5160,7573,4080,7197
Tmppe,751,418,393,664,742,176,1102,2142,2398
Tmsb10,1176,1340,1247,2044,1210,1131,1800,1240,2247
Tmsb4x,9117,12116,10617,34723,37456,40057,50872,54537,45335
Tmub1,272,250,274,154,286,157,441,197,385
Tmub2,1080,1093,906,1015,884,1207,1638,465,1251
Tmx1,1324,2471,2978,2672,2990,2565,5922,2938,3550
Tmx2,1698,2428,2954,1558,2027,2553,3208,2583,2825
Tmx3,969,772,1347,1216,920,2688,1315,1929,2869
Tmx4,920,1329,1394,1713,1691,2996,1841,1451,606
Tnfaip1,546,569,561,235,57,0,990,473,997
Tnfaip3,106,88,227,515,80,761,1021,999,847
Tnfaip8,2827,4072,3432,2774,2658,2737,6591,5829,5683
Tnfaip8l2,841,941,798,763,1014,1160,1617,1325,1309
Tnfrsf13b,2348,2464,2042,2019,3107,1914,1076,1877,1371
Tnfrsf18,202,423,140,114,230,471,1711,2587,1082
Tnfrsf1a,717,491,1118,781,1225,743,977,1778,1736
Tnfrsf1b,1115,1354,1801,948,3405,1193,3829,3004,2532
Tnfrsf21,1216,1299,1859,1284,1470,524,2891,1146,1381
Tnfrsf22,9,163,250,332,337,508,350,943,415
Tnfrsf26,162,377,622,182,799,507,771,110,551
Tnfsf10,325,584,931,32,271,839,687,1693,1623
Tnip1,456,450,422,294,873,842,1362,1302,1598
Tnip2,87,384,110,229,309,385,210,865,541
Tnks,491,923,812,787,1108,1224,666,0,1586
Tnks2,2763,3629,4085,4974,7914,7127,11233,4883,9336
Tnpo1,2132,2034,2973,2316,2587,2755,2496,1610,2822
Tnpo2,531,693,655,269,876,412,728,1448,1539
Tnpo3,2483,1685,3506,2028,4122,2713,3257,4835,3266
Tnrc18,351,477,409,478,863,0,335,756,303
Tnrc6b,354,397,382,618,601,8,573,73,156
Tnrc6c,377,333,495,410,564,769,708,480,158
Tns1,860,1203,1376,1302,2510,2048,469,0,268
Tns3,362,242,462,553,728,695,518,415,311
Tob1,62,168,139,34,244,167,1553,1569,892
Tob2,822,1027,1211,857,847,1100,1874,846,1043
Toe1,131,315,452,368,275,631,873,233,427
Tollip,2102,1403,2459,1113,2218,691,1966,3706,3261
Tom1,297,202,204,317,489,268,99,801,402
Tom1l2,207,767,404,507,496,666,480,1,583
Tomm20,1798,1938,2209,2119,1391,1723,1155,1264,1186
Tomm22,922,1536,1623,1229,1838,1175,1100,1491,1430
Tomm34,1233,1471,1265,1713,1689,1513,1828,435,1858
Tomm40,1228,1231,2182,2410,2322,1957,1434,825,1954
Tomm5,898,1274,1351,1436,1007,1271,515,1083,645
Tomm7,768,859,1092,980,888,861,791,463,994
Tomm70a,2736,3388,4668,4360,3257,2276,3896,1908,3070
Tonsl,2335,3149,2705,3176,3488,3346,3500,1887,2877
Top1,944,2493,2277,1846,1968,2611,1209,1170,2621
Top1mt,339,152,258,405,271,242,309,702,267
Top2a,7605,10791,15064,5101,8714,4356,10114,762,8986
Top2b,5484,3947,7664,7384,7335,9032,11770,9408,15562
Top3a,281,703,1039,1070,909,333,1217,869,530
Top3b,1749,1068,1929,1578,1643,3480,2036,1753,1156
Topbp1,4132,5080,5519,3322,5107,3241,3875,1580,2982
Topors,1557,1755,2261,631,1512,1774,2770,2453,2431
Tor1a,755,879,1184,697,1120,1590,1457,583,1603
Tor1aip1,681,743,806,1031,1336,520,1445,2554,1633
Tor1aip2,1895,1976,1709,1057,1812,1113,2449,1662,3245
Tor1b,323,436,715,1253,718,247,633,0,297
Tor2a,788,779,711,240,886,611,669,602,908
Tor3a,1009,1124,1080,1026,649,726,729,1249,321
Tor4a,1514,2231,2033,1973,1359,1889,5028,2118,4119
Tox,122,189,183,3183,4404,5724,5257,8267,6497
Tox4,3316,3529,2974,3063,4418,4185,2000,4448,5440
Tpd52,2823,2712,2472,3426,2772,1864,1834,634,1072
Tpd52l2,2326,1441,1981,1453,1322,1341,1049,2268,885
Tpgs1,257,491,664,666,607,944,578,1286,384
Tpgs2,375,672,456,422,322,646,890,0,518
Tpi1,4090,6581,8183,6777,6505,5586,6218,4945,5591
Tpm1,555,456,656,475,545,860,412,565,768
Tpm2,401,417,362,321,284,814,210,176,59
Tpm3,9613,11231,12484,13739,14742,11011,18318,14971,13804
Tpm4,5111,7885,4623,4773,4991,2956,8896,4551,7231
Tpp1,1864,2354,1687,2443,3739,2649,2949,2249,3855
Tpp2,2227,1702,3122,1121,3573,1912,2251,2628,3259
Tpr,1952,2689,3157,1610,2882,4815,3996,1593,3802
Tpra1,692,586,682,652,1268,1431,973,348,1211
Tprgl,2649,3495,2638,2473,3235,4809,6610,5968,7289
Tprkb,511,29,421,157,429,605,410,52,320
Tprn,1022,1070,610,942,1082,1055,271,494,903
Tpst1,191,544,416,310,212,184,614,0,479
Tpst2,768,1402,1240,1665,2367,2722,2534,2522,3192
Tpt1,2446,3637,3931,3941,2816,3626,4557,3719,3114
Tpx2,2247,3384,4207,1069,3459,1120,3839,1106,1888
Tra2a,281,310,696,626,374,494,282,282,282
Tra2b,4766,5100,8917,6235,5386,6791,4557,2497,3619
Trabd,1239,747,1322,1327,1979,1355,1801,0,1064
Tradd,360,586,634,616,722,1270,1159,1420,639
Traf2,1032,741,1053,1282,897,1074,1415,1338,1876
Traf3,533,137,1195,114,427,254,1052,0,1404
Traf3ip3,1698,1367,1419,522,951,1490,2219,350,2778
Traf4,167,352,303,270,244,280,234,912,528
Traf6,925,1187,2026,1111,1529,1798,1770,2820,2849
Traf7,1094,2110,1825,1777,927,1390,2670,2366,1478
Trafd1,617,1228,910,1455,1536,1734,713,793,1136
Traip,276,333,1010,362,550,319,157,322,549
Trak1,525,1367,1028,1149,784,379,411,1,688
Trak2,753,392,790,606,747,1040,645,800,991
Tram1,8963,13329,10960,6661,7954,4502,10688,2099,6940
Tram2,329,422,279,188,490,163,129,0,273
Trap1,2357,4050,5099,2603,3951,2608,2330,1251,2636
Trappc1,650,944,732,557,996,632,702,631,633
Trappc10,522,372,755,679,622,272,700,1181,1025
Trappc11,1110,748,1411,1385,1172,1087,1720,990,366
Trappc12,3066,1379,2154,1393,2068,1744,2298,2013,1936
Trappc13,968,1546,1749,1180,1737,2476,1296,735,739
Trappc2,141,295,194,338,56,148,48,252,430
Trappc2l,298,352,421,457,501,43,339,382,498
Trappc3,484,856,945,486,818,854,1369,1906,1408
Trappc4,1045,1108,1076,990,1459,864,1532,1087,1418
Trappc5,727,955,1205,1496,776,470,298,826,789
Trappc6a,426,497,706,384,390,333,892,91,479
Trappc6b,489,601,755,483,818,617,832,971,878
Trappc8,1001,979,1145,1217,1645,1319,1433,1191,748
Trappc9,1706,1274,1623,892,1471,799,1781,1323,1332
Treml2,578,260,723,365,750,480,797,492,428
Trf,183,314,289,294,386,372,192,176,64
Triap1,651,402,592,121,330,357,565,560,623
Trim11,822,753,566,529,616,352,1164,774,890
Trim12a,190,598,366,362,484,544,962,1356,1061
Trim12c,427,782,281,453,558,642,1205,529,974
Trim13,573,510,324,434,1185,828,290,1445,559
Trim14,712,891,704,761,828,647,1436,807,1703
Trim16,697,445,523,452,357,0,232,0,457
Trim21,892,430,704,518,618,1010,2522,0,2054
Trim23,118,383,313,382,514,632,927,0,1639
Trim24,461,232,302,376,424,246,723,76,484
Trim25,2428,1867,1653,1218,2117,1130,574,1170,2378
Trim26,997,495,362,215,1527,1153,1164,736,1814
Trim27,2501,4532,4239,2497,2214,2486,2749,2834,2229
Trim28,4479,5358,6194,5219,5112,3890,3712,3888,3120
Trim30a,429,1631,1108,978,871,1789,754,991,1042
Trim30d,424,232,153,50,89,368,187,363,431
Trim32,525,700,306,394,507,582,497,15,1121
Trim33,251,317,362,935,201,245,710,340,1107
Trim34a,203,742,573,482,233,350,410,520,162
Trim35,4007,3559,3387,3945,5778,3716,4687,3887,5303
Trim37,3052,2528,4065,2632,2594,1046,1027,877,3426
Trim44,2408,2291,2191,1965,2054,1777,758,14,2083
Trim59,2828,1635,3980,1046,1332,1130,2868,320,1984
Trim65,318,257,277,354,852,989,200,276,792
Trim68,99,209,236,114,0,420,213,537,249
Trim8,590,594,1071,1347,1695,1651,2632,2180,2569
Triobp,1179,1835,1694,668,1084,1365,2810,1560,1206
Trip10,183,444,164,259,514,144,506,969,419
Trip11,465,529,232,268,917,514,635,1382,954
Trip12,1163,1181,1747,2771,2749,1120,4949,5061,4809
Trip13,1155,903,1842,958,581,1346,1433,367,690
Trip4,422,524,336,458,448,0,1938,617,701
Trit1,1095,1068,901,767,745,365,678,0,204
Trmt1,355,801,980,479,773,381,762,707,343
Trmt10a,396,297,249,111,240,213,127,38,508
Trmt10b,269,510,318,58,328,119,175,692,457
Trmt10c,584,887,866,1050,853,660,870,965,1235
Trmt11,419,548,331,398,468,437,0,379,291
Trmt112,1004,1573,1801,1101,1218,1161,923,507,753
Trmt12,289,195,323,284,413,320,506,662,361
Trmt1l,1065,936,701,1230,936,746,1156,0,1102
Trmt2a,1163,1694,1756,1734,1700,1761,1499,890,1269
Trmt2b,1255,1574,1114,1494,2534,829,3782,0,2026
Trmt44,214,264,353,324,0,567,411,673,116
Trmt5,189,761,600,346,431,874,592,234,625
Trmt6,925,880,1168,655,1184,797,1240,737,508
Trmt61a,649,302,432,597,182,249,75,517,75
Trnau1ap,662,513,687,451,1033,688,378,1347,497
Trnt1,628,720,1116,1300,1009,1197,946,594,1229
Troap,587,245,601,439,556,138,352,0,0
Trp53,3351,4451,4671,4065,3871,4267,4224,2997,4424
Trp53bp1,1783,2007,1918,589,2517,1953,1350,991,2862
Trp53bp2,0,301,412,2,590,641,307,940,316
Trp53i11,1998,1978,1782,215,995,342,708,621,1594
Trp53i13,181,597,396,252,484,561,792,639,439
Trp53inp1,800,1616,1496,865,2207,2950,12225,4836,12258
Trpc4ap,5829,5899,8654,6486,7579,7471,10055,8025,10732
Trpm7,1167,1157,2712,2038,1539,1580,1737,1262,1927
Trpv2,744,1799,1175,516,1916,2734,7373,3043,5130
Trrap,412,748,483,235,424,996,922,209,446
Trub1,496,287,530,151,206,543,296,1031,445
Trub2,619,298,447,624,435,320,0,0,191
Tsc1,358,183,314,295,521,0,705,0,441
Tsc2,1228,2096,1132,1132,2455,2762,2070,1748,2736
Tsc22d1,4915,4446,2946,268,463,1261,112,685,4
Tsc22d2,181,216,420,728,675,529,1121,528,605
Tsc22d3,3600,6238,4646,1184,2806,2656,5429,2135,2724
Tsc22d4,1931,2444,2109,2189,2715,2399,3211,2229,3350
Tsen15,642,433,750,185,367,496,498,507,305
Tsen2,659,156,843,397,445,324,427,434,959
Tsen34,874,1037,1273,1285,814,836,647,510,500
Tsen54,843,644,788,666,628,439,384,0,268
Tsfm,691,621,773,761,510,403,365,339,521
Tsg101,2100,2029,2222,2112,3012,1750,2076,1899,1928
Tshz1,361,736,671,715,872,613,1234,659,1100
Tsn,1731,2359,3287,2341,1850,3122,2929,3254,1848
Tsnax,2122,3247,3018,1788,2858,2739,2385,1120,2919
Tspan13,6854,8782,13061,1310,1440,1452,7254,6216,5745
Tspan14,1891,2777,2794,1442,1267,2062,2683,2302,2914
Tspan2,2129,2369,1686,1245,565,1134,215,0,0
Tspan3,2641,2508,2692,2309,2180,2999,1541,804,1141
Tspan31,2478,2511,1480,2674,2330,1452,3228,1738,908
Tspan32,1968,3358,3046,1322,2127,3272,3012,7905,3174
Tspan4,1250,1222,1377,1382,1219,1101,962,526,40
Tspan5,569,396,934,1040,707,518,1356,0,519
Tspo,3304,6447,3883,7663,7755,4493,5782,3958,4657
Tspyl1,2039,1180,2013,1243,2156,2581,4256,2440,2753
Tspyl2,169,341,311,229,617,858,402,794,454
Tspyl3,1380,1074,1108,692,1493,1710,3186,3288,1697
Tsr1,712,490,1290,1289,847,591,829,409,882
Tsr2,1152,646,617,445,670,874,412,720,472
Tsr3,377,261,378,213,395,187,542,791,606
Tssc1,493,734,1001,1063,982,1533,604,1221,725
Tssc4,696,688,764,433,876,713,1010,0,981
Tsta3,758,972,862,743,815,1655,1182,1484,861
Tstd2,1095,1049,1512,1931,1526,2207,1274,511,1722
Ttc1,709,910,1058,1080,1501,803,1201,730,1744
Ttc13,1880,3456,2718,1471,1670,1023,1205,903,1039
Ttc14,95,70,190,211,195,121,182,64,251
Ttc17,820,1968,673,1119,1010,921,1355,857,1501
Ttc19,183,88,82,368,756,910,228,133,139
Ttc21b,367,817,162,619,249,498,422,0,0
Ttc27,215,223,710,278,346,411,122,517,844
Ttc28,170,324,225,219,538,567,167,2,457
Ttc3,1061,2713,2699,873,2060,460,1563,2017,4043
Ttc33,660,583,632,771,618,796,887,1765,577
Ttc37,514,1020,1216,1629,1729,1414,1374,57,2242
Ttc38,653,187,157,101,237,282,636,0,153
Ttc4,287,624,1000,804,445,600,1756,0,576
Ttc5,1175,1145,1325,995,1599,1209,3028,469,1603
Ttc7,2105,2057,2575,3128,5502,2479,3785,1729,2607
Ttc7b,695,1299,1148,744,886,679,925,990,640
Ttc9c,637,806,1398,1020,1499,1278,568,478,1748
Ttf1,325,236,564,245,436,1422,63,1048,547
Ttf2,886,1017,1186,805,1358,537,1376,943,319
Tti1,669,823,1070,2597,1805,1274,970,434,560
Tti2,249,227,345,293,137,427,276,433,569
Ttk,1032,752,1240,456,404,133,686,491,0
Ttll1,249,212,237,255,532,1256,942,0,184
Ttll12,784,391,819,779,1140,703,1750,1167,1698
Ttll4,313,418,1259,382,574,492,1072,0,1654
Ttll5,258,9,805,932,920,8,1707,889,369
Ttpal,252,896,1181,1141,804,1239,2436,1222,2645
Ttyh2,340,228,206,456,504,130,266,1207,434
Ttyh3,924,851,951,1474,1944,1339,493,92,514
Tuba1a,822,1296,1290,1362,1036,1881,5631,2932,2152
Tuba1b,19305,25746,36306,15257,17815,10811,25501,12184,14700
Tuba1c,1252,2026,2377,1209,1122,937,3761,2408,1658
Tuba4a,6372,8554,10477,10783,9287,6736,7785,2477,4995
Tubb4b,4060,5460,8349,3685,4254,3296,8428,3825,4125
Tubb5,8486,10895,14423,7741,6257,6389,10377,5958,7770
Tubd1,378,276,441,165,237,1081,372,0,191
Tubg1,1046,848,1593,1208,1459,1382,2665,1879,2115
Tubgcp2,1379,1607,1857,1457,1468,1352,3889,1156,3138
Tubgcp3,248,1002,1172,918,1424,1705,289,3,527
Tubgcp4,0,260,375,378,540,645,317,458,602
Tubgcp5,1214,1019,1587,64,1296,1350,535,1328,1100
Tubgcp6,338,212,583,1156,612,615,0,1370,649
Tufm,1280,1693,2042,1716,2145,1653,1775,2006,1546
Tug1,2940,2381,4049,3461,3846,5210,4963,7891,6201
Tulp4,150,161,40,126,51,166,330,188,345
Tusc2,161,606,806,200,663,1025,1222,324,1216
Tusc3,245,390,531,253,357,427,811,717,941
Tut1,651,1233,1479,1196,1056,597,1236,1404,1776
Tvp23b,415,448,844,628,1007,795,618,396,1059
Twf1,204,467,289,456,625,510,269,2,272
Twf2,1216,1767,1620,1235,1791,1703,1688,1087,2059
Twistnb,837,1276,1711,1104,1242,723,1309,1376,283
Twsg1,916,2070,1692,1907,2407,1546,2578,1636,3113
Txlna,2485,3339,4305,4060,3991,4751,3581,216,3668
Txlng,371,203,297,210,448,18,335,0,290
Txn1,2298,3441,3609,2544,2274,1707,2294,3349,2578
Txn2,2166,2720,3314,3544,2797,2402,3099,1764,2869
Txndc11,939,966,1603,1970,1736,729,318,1222,690
Txndc12,91,538,362,274,347,405,637,570,554
Txndc15,755,394,714,790,737,503,598,418,1109
Txndc16,1460,926,901,393,736,777,930,2768,198
Txndc17,339,1045,986,1095,815,861,1071,253,836
Txndc5,1849,3688,3882,3436,3928,3069,3283,3329,1757
Txndc9,854,1299,1312,936,1691,1460,1420,1181,567
Txnip,4563,3594,3027,3642,2226,4945,7987,6754,6622
Txnl1,1807,2731,3373,2648,1940,2322,1876,727,2254
Txnl4a,1057,1004,1151,1626,996,1381,1369,849,720
Txnrd1,3405,3308,5205,4829,6122,6423,10893,6409,5406
Txnrd2,225,303,249,368,523,294,0,643,304
Txnrd3,618,347,377,494,119,255,249,0,259
Tyk2,976,446,1572,1395,836,1298,3552,896,2503
Tyms,1959,2121,2805,1799,1393,1697,1870,939,966
Tyrobp,1317,1882,1525,6056,5598,5760,1582,4527,1907
Tysnd1,876,616,1066,887,1005,1222,1550,379,1145
Tyw1,894,1627,1333,1324,1439,753,1802,1818,1525
U2af1,1802,2156,2566,2276,1779,2068,1058,907,1042
U2af1l4,264,311,477,225,402,604,463,124,281
U2af2,1125,1394,1232,1226,1473,993,1123,771,685
U2surp,2376,2491,3220,2068,2635,1801,2417,1544,3136
Uap1,1415,1045,1184,428,791,172,254,0,505
Uap1l1,375,396,731,885,1079,804,214,334,566
Uba1,6070,7194,10598,5756,9675,8013,10694,7063,10836
Uba2,5210,4266,6288,5039,4523,4805,4871,2612,4152
Uba3,979,760,1108,768,1082,2045,1163,802,993
Uba5,547,763,548,781,879,146,823,340,59
Uba6,906,615,826,920,794,739,782,2076,1160
Uba7,1522,1672,1483,1077,1195,874,1961,1849,2054
Ubac1,1037,1572,1579,1027,1431,1079,1153,1660,1883
Ubac2,2389,1876,1513,1766,1351,1431,2756,1216,2090
Ubald1,500,469,582,946,814,936,964,745,1110
Ubald2,153,380,335,154,200,440,218,326,301
Ubap1,1212,925,879,1124,1290,1685,1076,872,3288
Ubap2,2960,2059,3211,2103,3441,1678,3912,1797,3467
Ubap2l,6779,5239,7752,7499,9406,8619,6551,6282,7924
Ubash3a,1026,357,1137,1055,917,899,189,0,953
Ubash3b,565,377,161,1303,755,649,2070,582,3244
Ubb,17531,22264,23385,16116,22888,19669,26788,23117,23304
Ubc,1207,1838,1698,1420,2512,2047,3053,3368,3899
Ube2a,650,1689,2720,1524,1276,1241,1516,1320,1301
